,PID,Gender,Sex_orient,Age,Pol_party,Pol_Id,Pol_Id_forced,Know_LGB,Know_trans,Religiosity,State,Rel_lib_marriage,Trans_bath,LG_job_discrim,LG_couple_adopt,Sum_Policies,Feel_therm_LG,Feel_therm_trans,Feel_therm_mean,Gov_pol_party_2020,Overall_rel
5912,5913,2,1,69,,5,,1,2,5,TX,1,1,1,1,4,0,0,0,Republican,0.64
5943,5944,1,1,62,,5,,1,2,4,TX,1,1,1,1,4,0,0,0,Republican,0.64
6371,6372,2,1,25,,,1,2,2,4,TX,1,1,1,1,4,0,0,0,Republican,0.64
8153,8154,2,1,78,,7,,2,2,1,TX,1,1,1,1,4,0,0,0,Republican,0.64
8239,8240,2,1,37,,,1,2,2,1,TX,1,1,1,1,4,0,0,0,Republican,0.64
50,51,2,1,50,,4,2,2,2,1,TX,1,1,1,1,4,0,15,7.5,Republican,0.64
4733,4734,2,1,57,,4,,1,2,1,TX,1,1,1,1,4,15,0,7.5,Republican,0.64
1187,1188,2,1,66,,6,,2,2,2,TX,1,1,1,1,4,15,10,12.5,Republican,0.64
2154,2155,2,1,78,,7,,2,2,2,TX,1,1,1,1,4,30,0,15,Republican,0.64
7418,7419,2,1,65,,7,,2,2,1,TX,1,1,1,1,4,15,15,15,Republican,0.64
2143,2144,1,1,63,,6,,2,2,5,TX,1,1,1,1,4,20,20,20,Republican,0.64
6207,6208,2,1,44,,6,,1,2,1,TX,1,1,1,1,4,40,0,20,Republican,0.64
5465,5466,2,1,60,,6,,2,2,3,TX,1,1,1,1,4,30,15,22.5,Republican,0.64
6752,6753,1,4,,,4,2,1,2,1,TX,1,1,1,1,4,15,30,22.5,Republican,0.64
6921,6922,1,1,66,,4,2,1,2,1,TX,1,1,1,1,4,30,15,22.5,Republican,0.64
1559,1560,1,1,62,,4,2,2,2,1,TX,1,1,1,1,4,0,50,25,Republican,0.64
4651,4652,2,1,33,,7,,1,2,1,TX,1,1,1,1,4,50,0,25,Republican,0.64
7023,7024,1,1,46,,4,1,2,2,5,TX,1,1,1,1,4,50,0,25,Republican,0.64
2293,2294,2,1,64,,6,,1,2,1,TX,1,1,1,1,4,50,5,27.5,Republican,0.64
3009,3010,2,1,36,,7,,2,2,3,TX,1,1,1,1,4,40,15,27.5,Republican,0.64
3778,3779,2,1,30,,4,1,1,2,2,TX,1,1,1,1,4,40,15,27.5,Republican,0.64
5416,5417,2,1,68,,4,1,2,2,5,TX,1,1,1,1,4,40,15,27.5,Republican,0.64
6765,6766,2,1,69,,6,,2,2,1,TX,1,1,1,1,4,30,30,30,Republican,0.64
1240,1241,1,1,68,,7,,2,2,1,TX,1,1,1,1,4,50,15,32.5,Republican,0.64
3113,3114,2,1,48,,6,,1,2,2,TX,1,1,1,1,4,50,15,32.5,Republican,0.64
5450,5451,1,1,57,,3,,2,2,2,TX,1,1,1,1,4,50,15,32.5,Republican,0.64
182,183,2,1,77,,6,,2,2,2,TX,1,1,1,1,4,30,40,35,Republican,0.64
4309,4310,2,1,47,,4,2,1,2,2,TX,1,1,1,1,4,40,30,35,Republican,0.64
4924,4925,1,1,76,,6,,2,1,1,TX,1,1,1,1,4,30,40,35,Republican,0.64
5118,5119,1,1,74,,6,,1,2,2,TX,1,1,1,1,4,40,30,35,Republican,0.64
5632,5633,2,1,67,,6,,2,2,1,TX,1,1,1,1,4,30,40,35,Republican,0.64
6611,6612,1,1,61,,5,,2,2,5,TX,1,1,1,1,4,45,25,35,Republican,0.64
6572,6573,1,1,52,,7,,1,2,1,TX,1,1,1,1,4,70,5,37.5,Republican,0.64
1525,1526,1,1,38,,6,,2,2,3,TX,1,1,1,1,4,50,30,40,Republican,0.64
1722,1723,2,1,52,,6,,2,2,1,TX,1,1,1,1,4,40,40,40,Republican,0.64
1734,1735,2,1,30,,6,,1,2,3,TX,1,1,1,1,4,50,30,40,Republican,0.64
2124,2125,2,1,27,4,4,2,2,2,3,TX,1,1,1,1,4,50,30,40,Republican,0.64
2524,2525,1,1,59,,6,,2,2,4,TX,1,1,1,1,4,40,40,40,Republican,0.64
5036,5037,2,1,58,,5,,1,1,1,TX,1,1,1,1,4,30,50,40,Republican,0.64
5747,5748,2,1,76,,6,,2,2,2,TX,1,1,1,1,4,40,40,40,Republican,0.64
3718,3719,1,1,79,,7,,1,2,1,TX,1,1,1,1,4,85,0,42.5,Republican,0.64
640,641,2,1,69,,6,,1,2,3,TX,1,1,1,1,4,50,40,45,Republican,0.64
676,677,1,1,,,6,,1,2,1,TX,1,1,1,1,4,50,40,45,Republican,0.64
2218,2219,2,1,45,,7,,2,2,1,TX,1,1,1,1,4,50,40,45,Republican,0.64
2554,2555,1,1,35,,5,,1,2,5,TX,1,1,1,1,4,50,40,45,Republican,0.64
3503,3504,1,1,51,,7,,1,2,1,TX,1,1,1,1,4,50,40,45,Republican,0.64
7189,7190,1,1,60,,6,,1,2,4,TX,1,1,1,1,4,60,30,45,Republican,0.64
2499,2500,2,1,72,,6,,1,1,3,TX,1,1,1,1,4,50,45,47.5,Republican,0.64
205,206,1,1,24,,3,,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
217,218,2,1,64,,4,2,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
255,256,2,1,59,,6,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
519,520,2,,33,,5,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
663,664,1,1,47,,4,2,2,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
795,796,1,1,23,,5,,1,2,5,TX,1,1,1,1,4,70,30,50,Republican,0.64
810,811,2,1,41,,4,1,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
830,831,1,1,,,4,2,1,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
1205,1206,1,1,67,,6,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
1241,1242,1,1,67,,4,1,2,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
1832,1833,1,1,39,,4,1,1,2,5,TX,1,1,1,1,4,50,50,50,Republican,0.64
1833,1834,1,1,29,,4,1,1,1,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
1915,1916,2,1,63,,4,1,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
1945,1946,2,1,63,,5,,1,1,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
2001,2002,2,1,25,,,2,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
2221,2222,2,1,31,,4,1,2,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
2227,2228,2,1,63,,6,,2,2,1,TX,1,1,1,1,4,50,,50,Republican,0.64
2283,2284,2,1,50,,,1,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
2388,2389,2,1,32,,6,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
2410,2411,2,1,33,,5,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
2496,2497,2,1,32,,3,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
2502,2503,2,1,80,,6,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
3155,3156,2,1,61,,5,,1,1,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
3304,3305,1,1,65,,6,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
3347,3348,1,1,72,,6,,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
3450,3451,2,1,53,,5,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
3565,3566,1,1,49,,4,1,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
3881,3882,2,1,30,,6,,1,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
3948,3949,1,1,28,,,1,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
4208,4209,1,1,30,4,4,1,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
4612,4613,1,1,67,,5,,,,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
4750,4751,2,1,,,4,2,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
4942,4943,2,1,57,,6,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
5485,5486,2,1,44,,6,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
5487,5488,2,1,76,,5,,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
5639,5640,2,1,24,,5,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
5777,5778,1,1,50,,6,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
5969,5970,1,1,,,7,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
6008,6009,2,1,56,,6,,1,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
6157,6158,1,1,,,5,,1,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
6398,6399,1,1,33,,6,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
6450,6451,1,1,63,,1,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
6451,6452,2,1,33,,,1,1,2,5,TX,1,1,1,1,4,50,50,50,Republican,0.64
6536,6537,2,1,68,,6,,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
6568,6569,2,1,55,,5,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
6579,6580,1,1,65,,6,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
7057,7058,1,1,30,,4,2,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
7073,7074,2,1,53,,6,,2,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
7248,7249,2,1,45,,6,,1,1,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
7280,7281,2,1,80,,6,,1,2,2,TX,1,1,1,1,4,50,50,50,Republican,0.64
7650,7651,2,1,54,,6,,1,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
7678,7679,2,1,36,,6,,2,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
7737,7738,1,1,79,,5,,2,2,3,TX,1,1,1,1,4,50,50,50,Republican,0.64
7800,7801,1,1,47,,4,1,1,2,1,TX,1,1,1,1,4,50,50,50,Republican,0.64
2708,2709,1,1,22,,,1,2,2,4,TX,1,1,1,1,4,60,50,55,Republican,0.64
3434,3435,2,1,35,,4,1,1,2,4,TX,1,1,1,1,4,60,50,55,Republican,0.64
3727,3728,2,1,69,,5,,2,2,3,TX,1,1,1,1,4,60,50,55,Republican,0.64
6894,6895,2,1,56,,4,1,2,2,1,TX,1,1,1,1,4,60,50,55,Republican,0.64
1323,1324,2,1,38,,6,,1,2,1,TX,1,1,1,1,4,85,30,57.5,Republican,0.64
35,36,2,1,73,,,2,1,2,1,TX,1,1,1,1,4,70,50,60,Republican,0.64
1064,1065,2,1,80,,6,,1,2,4,TX,1,1,1,1,4,70,50,60,Republican,0.64
1485,1486,1,1,30,,,2,1,2,2,TX,1,1,1,1,4,60,60,60,Republican,0.64
1601,1602,2,1,54,,4,1,1,2,3,TX,1,1,1,1,4,70,50,60,Republican,0.64
2243,2244,,,,,3,,1,2,2,TX,1,1,1,1,4,60,60,60,Republican,0.64
2404,2405,2,1,70,,6,,2,2,1,TX,1,1,1,1,4,60,60,60,Republican,0.64
2585,2586,2,1,47,,6,,1,1,1,TX,1,1,1,1,4,60,60,60,Republican,0.64
3775,3776,1,1,,,6,,1,2,2,TX,1,1,1,1,4,70,50,60,Republican,0.64
5320,5321,1,1,44,,7,,1,2,1,TX,1,1,1,1,4,70,50,60,Republican,0.64
5637,5638,1,1,26,,6,,2,2,1,TX,1,1,1,1,4,60,60,60,Republican,0.64
6153,6154,2,1,38,,6,,1,2,2,TX,1,1,1,1,4,60,60,60,Republican,0.64
2693,2694,2,1,63,,7,,2,2,1,TX,1,1,1,1,4,85,40,62.5,Republican,0.64
5495,5496,1,1,52,,7,,2,2,1,TX,1,1,1,1,4,75,50,62.5,Republican,0.64
7858,7859,1,1,25,,6,,1,2,2,TX,1,1,1,1,4,75,50,62.5,Republican,0.64
1757,1758,1,1,42,,5,,1,2,4,TX,1,1,1,1,4,70,60,65,Republican,0.64
3710,3711,2,1,62,,,2,2,2,2,TX,1,1,1,1,4,60,70,65,Republican,0.64
5702,5703,2,1,29,,5,,2,2,3,TX,1,1,1,1,4,60,70,65,Republican,0.64
6467,6468,2,1,39,,4,1,1,2,3,TX,1,1,1,1,4,80,50,65,Republican,0.64
6659,6660,2,1,27,,6,,1,2,1,TX,1,1,1,1,4,70,60,65,Republican,0.64
6374,6375,1,1,42,,6,,1,2,1,TX,1,1,1,1,4,85,49,67,Republican,0.64
40,41,2,1,37,,6,,1,2,2,TX,1,1,1,1,4,85,50,67.5,Republican,0.64
2721,2722,1,1,38,,6,,2,2,3,TX,1,1,1,1,4,85,50,67.5,Republican,0.64
451,452,2,1,53,,4,2,1,1,2,TX,1,1,1,1,4,70,70,70,Republican,0.64
1025,1026,1,1,66,,5,,2,2,2,TX,1,1,1,1,4,70,70,70,Republican,0.64
1162,1163,1,1,52,,6,,1,1,1,TX,1,1,1,1,4,70,70,70,Republican,0.64
2613,2614,2,1,43,,5,,1,2,1,TX,1,1,1,1,4,70,,70,Republican,0.64
5908,5909,2,1,69,,,2,2,2,1,TX,1,1,1,1,4,70,70,70,Republican,0.64
6395,6396,2,1,32,,5,,1,2,1,TX,1,1,1,1,4,70,70,70,Republican,0.64
4067,4068,1,1,24,,6,,1,2,3,TX,1,1,1,1,4,85,60,72.5,Republican,0.64
538,539,1,1,60,,6,,1,2,3,TX,1,1,1,1,4,100,50,75,Republican,0.64
1771,1772,2,1,45,,5,,1,2,2,TX,1,1,1,1,4,100,50,75,Republican,0.64
2837,2838,1,1,,,5,,1,1,2,TX,1,1,1,1,4,75,75,75,Republican,0.64
4209,4210,1,1,33,,4,1,1,2,2,TX,1,1,1,1,4,75,75,75,Republican,0.64
1137,1138,1,1,42,,6,,1,2,3,TX,1,1,1,1,4,85,70,77.5,Republican,0.64
7281,7282,1,1,35,,4,2,1,2,1,TX,1,1,1,1,4,70,85,77.5,Republican,0.64
1114,1115,1,1,53,,6,,1,2,3,TX,1,1,1,1,4,80,85,82.5,Republican,0.64
2442,2443,1,1,39,,5,,1,2,2,TX,1,1,1,1,4,85,85,85,Republican,0.64
4441,4442,2,1,55,,6,,1,2,1,TX,1,1,1,1,4,85,85,85,Republican,0.64
6760,6761,2,1,47,,6,,1,2,1,TX,1,1,1,1,4,100,85,92.5,Republican,0.64
7480,7481,2,1,50,,4,2,2,2,2,TX,1,1,1,1,4,100,85,92.5,Republican,0.64
986,987,2,1,60,,,1,1,2,2,TX,1,1,1,1,4,100,100,100,Republican,0.64
2241,2242,2,1,64,,6,,1,2,4,TX,1,1,1,1,4,100,100,100,Republican,0.64
3562,3563,1,1,42,,6,,2,2,2,TX,1,1,1,1,4,100,100,100,Republican,0.64
4047,4048,2,1,43,,4,2,1,2,3,TX,1,1,1,1,4,100,100,100,Republican,0.64
4334,4335,2,1,45,,5,,1,2,1,TX,1,1,1,1,4,100,100,100,Republican,0.64
4564,4565,2,1,58,,2,,1,2,1,TX,1,1,1,1,4,100,100,100,Republican,0.64
5304,5305,2,1,30,,4,1,1,2,2,TX,1,1,1,1,4,100,100,100,Republican,0.64
6656,6657,1,1,55,,6,,1,1,1,TX,1,1,1,1,4,100,100,100,Republican,0.64
8056,8057,1,1,57,,6,,1,2,1,TX,1,1,1,1,4,100,100,100,Republican,0.64
5650,5651,2,1,73,,5,,,,4,TX,1,1,1,1,4,,,,Republican,0.64
4431,4432,2,1,62,,,2,,,1,TX,1,1,1,1,4,,,,Republican,0.64
3524,3525,2,1,30,2,6,,2,2,1,TX,1,0,1,1,3,30,15,22.5,Republican,0.64
262,263,1,1,70,,5,,2,2,1,TX,1,0,1,1,3,40,40,40,Republican,0.64
1347,1348,1,1,59,,4,2,2,2,5,TX,1,0,1,1,3,40,40,40,Republican,0.64
1437,1438,1,1,55,,5,,1,2,3,TX,1,0,1,1,3,40,40,40,Republican,0.64
3077,3078,2,1,27,,3,,2,2,1,TX,1,0,1,1,3,40,40,40,Republican,0.64
5137,5138,1,1,44,,4,1,2,2,5,TX,1,0,1,1,3,50,30,40,Republican,0.64
79,80,2,,70,,5,,2,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
562,563,1,1,34,,4,2,2,2,3,TX,1,0,1,1,3,50,50,50,Republican,0.64
913,914,2,1,70,,6,,2,2,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
1035,1036,1,1,65,,4,1,2,2,3,TX,1,0,1,1,3,50,50,50,Republican,0.64
1367,1368,1,3,,,4,2,1,2,4,TX,1,0,1,1,3,50,50,50,Republican,0.64
1914,1915,1,1,22,,4,2,1,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
2328,2329,1,1,35,,4,2,1,2,5,TX,1,0,1,1,3,50,50,50,Republican,0.64
2799,2800,1,1,51,,6,,1,2,3,TX,1,0,1,1,3,50,50,50,Republican,0.64
3043,3044,2,1,53,,,2,1,2,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
3212,3213,2,1,33,,6,,1,2,3,TX,1,0,1,1,3,50,50,50,Republican,0.64
4313,4314,2,1,41,,5,,2,2,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
4516,4517,2,1,39,,6,,1,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
4802,4803,1,1,30,,4,2,2,2,5,TX,1,0,1,1,3,50,50,50,Republican,0.64
5131,5132,1,1,38,,3,,1,1,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
5154,5155,1,1,75,,4,2,2,2,1,TX,1,0,1,1,3,60,40,50,Republican,0.64
5862,5863,1,1,39,,6,,2,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
5964,5965,1,1,29,,4,2,1,2,5,TX,1,0,1,1,3,50,50,50,Republican,0.64
6022,6023,1,1,45,,4,1,1,1,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
6203,6204,1,1,75,,6,,2,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
6396,6397,2,1,50,,2,,1,1,4,TX,1,0,1,1,3,50,50,50,Republican,0.64
6513,6514,1,1,64,,6,,1,2,2,TX,1,0,1,1,3,50,50,50,Republican,0.64
7198,7199,1,1,45,,6,,1,2,1,TX,1,0,1,1,3,50,50,50,Republican,0.64
7824,7825,1,1,27,,1,,1,2,5,TX,1,0,1,1,3,50,50,50,Republican,0.64
2507,2508,1,1,51,,2,,2,2,3,TX,1,0,1,1,3,50,60,55,Republican,0.64
494,495,1,1,63,,3,,1,2,5,TX,1,0,1,1,3,70,50,60,Republican,0.64
803,804,2,1,61,,6,,1,2,4,TX,1,0,1,1,3,60,60,60,Republican,0.64
2930,2931,2,1,34,,4,2,1,2,2,TX,1,0,1,1,3,60,60,60,Republican,0.64
4680,4681,1,1,79,,6,,2,2,2,TX,1,0,1,1,3,60,60,60,Republican,0.64
7701,7702,1,1,65,,4,2,1,2,3,TX,1,0,1,1,3,60,60,60,Republican,0.64
747,748,2,1,66,,7,,2,2,5,TX,1,0,1,1,3,75,50,62.5,Republican,0.64
1861,1862,2,1,40,,3,,1,2,5,TX,1,0,1,1,3,85,40,62.5,Republican,0.64
350,351,2,1,45,,3,,1,2,1,TX,1,0,1,1,3,70,60,65,Republican,0.64
3833,3834,2,1,76,,6,,1,1,2,TX,1,0,1,1,3,70,60,65,Republican,0.64
6037,6038,1,1,26,,4,2,1,1,3,TX,1,0,1,1,3,70,60,65,Republican,0.64
6079,6080,1,1,62,,4,2,1,1,1,TX,1,0,1,1,3,60,70,65,Republican,0.64
6909,6910,1,1,33,,4,2,2,2,3,TX,1,0,1,1,3,70,60,65,Republican,0.64
1931,1932,2,1,67,,3,,2,2,4,TX,1,0,1,1,3,70,70,70,Republican,0.64
228,229,1,1,60,,4,1,2,2,5,TX,1,0,1,1,3,75,70,72.5,Republican,0.64
3939,3940,1,1,,,4,1,1,2,4,TX,1,0,1,1,3,85,60,72.5,Republican,0.64
594,595,1,1,79,,4,2,1,2,4,TX,1,0,1,1,3,90,60,75,Republican,0.64
3911,3912,1,1,58,,,2,1,1,1,TX,1,0,1,1,3,100,50,75,Republican,0.64
7208,7209,1,1,48,,1,,1,2,5,TX,1,0,1,1,3,85,70,77.5,Republican,0.64
6118,6119,1,1,25,,4,2,1,2,5,TX,1,0,1,1,3,80,80,80,Republican,0.64
2075,2076,2,1,57,,4,2,2,2,2,TX,1,0,1,1,3,85,85,85,Republican,0.64
2413,2414,2,1,67,,4,1,1,2,2,TX,1,0,1,1,3,85,85,85,Republican,0.64
2574,2575,2,1,37,,,1,2,2,5,TX,1,0,1,1,3,85,85,85,Republican,0.64
3342,3343,2,1,24,,1,,1,2,5,TX,1,0,1,1,3,85,85,85,Republican,0.64
7610,7611,1,1,61,,4,2,1,2,3,TX,1,0,1,1,3,85,85,85,Republican,0.64
7693,7694,2,1,50,,3,,1,2,2,TX,1,0,1,1,3,85,85,85,Republican,0.64
4074,4075,1,1,74,,2,,1,2,4,TX,1,0,1,1,3,85,90,87.5,Republican,0.64
5686,5687,2,1,72,,6,,1,2,1,TX,1,0,1,1,3,90,85,87.5,Republican,0.64
6227,6228,1,1,30,,3,,1,2,5,TX,1,0,1,1,3,100,85,92.5,Republican,0.64
7511,7512,2,1,61,,3,,1,2,5,TX,1,0,1,1,3,100,85,92.5,Republican,0.64
7929,7930,1,2,59,,5,,1,2,2,TX,1,0,1,1,3,100,85,92.5,Republican,0.64
3339,3340,1,1,37,,6,,1,2,5,TX,1,0,1,1,3,,95,95,Republican,0.64
511,512,1,2,49,,1,,1,2,4,TX,1,0,1,1,3,100,100,100,Republican,0.64
2175,2176,2,1,33,,2,,1,1,5,TX,1,0,1,1,3,100,100,100,Republican,0.64
2452,2453,1,1,29,,4,1,1,1,4,TX,1,0,1,1,3,100,100,100,Republican,0.64
3066,3067,2,1,75,,3,,1,1,1,TX,1,0,1,1,3,100,100,100,Republican,0.64
3711,3712,2,1,54,,,1,1,2,3,TX,1,0,1,1,3,100,100,100,Republican,0.64
3783,3784,1,2,26,,4,1,1,2,3,TX,1,0,1,1,3,100,100,100,Republican,0.64
4084,4085,2,1,71,,6,,1,1,2,TX,1,0,1,1,3,100,100,100,Republican,0.64
4604,4605,2,1,43,,6,,2,2,1,TX,1,0,1,1,3,100,100,100,Republican,0.64
5215,5216,2,1,29,,5,,1,2,1,TX,1,0,1,1,3,100,100,100,Republican,0.64
5454,5455,2,1,37,,6,,1,2,1,TX,1,0,1,1,3,100,100,100,Republican,0.64
6126,6127,2,2,53,,4,2,1,2,5,TX,1,0,1,1,3,100,,100,Republican,0.64
6187,6188,2,3,45,,4,2,1,2,5,TX,1,0,1,1,3,100,100,100,Republican,0.64
6325,6326,1,1,24,,3,,1,2,5,TX,1,0,1,1,3,100,100,100,Republican,0.64
6502,6503,2,1,21,,4,1,1,2,5,TX,1,0,1,1,3,100,100,100,Republican,0.64
1155,1156,2,1,72,,6,,1,2,1,TX,1,,1,1,3,70,30,50,Republican,0.64
1357,1358,2,1,72,,5,,1,1,4,TX,1,,1,1,3,50,50,50,Republican,0.64
2299,2300,1,1,,,6,,1,2,1,TX,1,,1,1,3,50,50,50,Republican,0.64
2394,2395,1,1,35,,,2,2,1,5,TX,1,,1,1,3,50,50,50,Republican,0.64
2262,2263,2,,,,4,1,1,,4,TX,1,,1,1,3,70,50,60,Republican,0.64
2798,2799,1,1,38,,4,,1,2,4,TX,1,,1,1,3,90,90,90,Republican,0.64
4530,4531,2,1,,,6,,1,2,5,TX,1,,1,1,3,100,100,100,Republican,0.64
7171,7172,2,1,64,,5,,1,2,2,TX,1,,1,1,3,100,100,100,Republican,0.64
5713,5714,1,1,67,,6,,2,2,1,TX,0,1,1,1,3,0,0,0,Republican,0.64
963,964,1,1,57,,,2,1,2,4,TX,0,1,1,1,3,50,30,40,Republican,0.64
4691,4692,1,1,43,,4,1,1,2,5,TX,0,1,1,1,3,70,10,40,Republican,0.64
4330,4331,1,1,28,,5,,1,2,5,TX,0,1,1,1,3,50,40,45,Republican,0.64
7027,7028,1,1,27,,6,,1,2,3,TX,0,1,1,1,3,50,40,45,Republican,0.64
5230,5231,1,1,51,,3,,1,2,2,TX,0,1,1,1,3,50,45,47.5,Republican,0.64
59,60,1,1,55,,6,,2,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
476,477,1,1,30,,6,,1,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
973,974,1,1,34,,3,,1,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
1358,1359,1,3,37,,4,1,1,1,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
1360,1361,1,1,28,,5,,1,2,5,TX,0,1,1,1,3,50,50,50,Republican,0.64
1394,1395,2,1,32,,4,2,2,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
1778,1779,1,1,80,,6,,2,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
2074,2075,1,1,40,,,1,2,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
2386,2387,2,1,33,,6,,2,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
2614,2615,1,1,34,,4,1,1,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
2643,2644,1,1,53,,,2,2,2,4,TX,0,1,1,1,3,50,50,50,Republican,0.64
2865,2866,1,1,41,,,1,2,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
2958,2959,1,1,69,,4,2,1,1,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
3030,3031,1,1,49,,4,1,1,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
3191,3192,1,1,67,,4,2,1,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
3310,3311,1,1,30,,,2,2,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
3619,3620,1,1,28,,4,1,1,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
4163,4164,2,1,36,,,2,1,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
4311,4312,1,1,62,,,2,2,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
4469,4470,1,1,71,,6,,2,2,3,TX,0,1,1,1,3,70,30,50,Republican,0.64
5268,5269,1,1,38,,3,,2,2,4,TX,0,1,1,1,3,50,50,50,Republican,0.64
6256,6257,1,1,50,,4,2,1,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
6409,6410,2,1,36,,4,1,2,2,4,TX,0,1,1,1,3,50,50,50,Republican,0.64
6533,6534,1,1,68,,4,2,2,2,3,TX,0,1,1,1,3,50,50,50,Republican,0.64
6613,6614,1,1,,,4,,2,2,4,TX,0,1,1,1,3,50,50,50,Republican,0.64
6810,6811,1,1,64,,6,,1,2,1,TX,0,1,1,1,3,50,50,50,Republican,0.64
7075,7076,1,1,45,,4,1,1,2,5,TX,0,1,1,1,3,50,50,50,Republican,0.64
7335,7336,2,1,73,,5,,2,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
7584,7585,2,1,27,,,,1,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
8124,8125,1,1,62,,3,,1,2,2,TX,0,1,1,1,3,50,50,50,Republican,0.64
806,807,1,1,80,,5,,1,1,3,TX,0,1,1,1,3,60,50,55,Republican,0.64
2952,2953,1,1,73,,3,,2,2,2,TX,0,1,1,1,3,60,60,60,Republican,0.64
5645,5646,2,1,27,,,1,2,2,3,TX,0,1,1,1,3,60,60,60,Republican,0.64
6650,6651,2,1,,,4,1,1,2,3,TX,0,1,1,1,3,70,50,60,Republican,0.64
